INCIDENT_DATETIME,INCIDENT_RESPONSE_SECONDS_QY,DISPATCH_RESPONSE_SECONDS_QY,TRAVEL_TIME_SECONDS_QY,ENGINES_ASSIGNED_QUANTITY,LADDERS_ASSIGNED_QUANTITY,INCIDENT_CLASSIFICATION_GROUP,PROPERTY_USE_DESCRIPTION,BOROUGH,ZIPCODE,CITY_COUNCIL_DIST,LATITUDE,LONGITUDE,YEAR,MONTH,DAY_OF_WEEK,HOUR
2022-06-11 07:33:00,811,231,364,1,0,STRUCTURAL FIRE,Transportation,BROOKLYN,11201,43,40.720211,-74.25936,2022,6,Thu,7
2020-12-23 15:59:00,588,139,221,4,2,STRUCTURAL FIRE,Residential - Single Family,MANHATTAN,11205,29,40.52173,-74.093057,2020,12,Sun,15
2019-07-04 20:57:00,1175,384,713,6,1,UNUSUAL INCIDENT,Residential - Multifamily,BRONX,11205,36,40.565131,-74.002463,2019,7,Tue,20
2018-12-09 04:07:00,1003,505,480,4,1,OUTSIDE FIRE,Healthcare,BROOKLYN,11201,14,40.546975,-73.878776,2018,12,Sun,4
2022-10-21 22:24:00,927,473,329,2,0,NONSTRUCTURAL FIRE,Commercial - Mercantile,MANHATTAN,11368,15,40.700723,-74.004559,2022,10,Tue,22
2020-08-02 15:16:00,510,143,351,2,0,MAJOR FIRE,Residential - Multifamily,MANHATTAN,11201,47,40.603473,-73.858225,2020,8,Sun,15
2017-03-27 19:47:00,676,300,219,1,1,CAR FIRE,Residential - Single Family,MANHATTAN,11201,23,40.559267,-74.008262,2017,3,Wed,19
2021-08-11 03:38:00,568,291,277,2,0,ELECTRICAL FIRE,Storage,BRONX,10301,38,40.585429,-73.847864,2021,8,Fri,3
2018-07-10 21:26:00,981,316,440,3,3,ELECTRICAL FIRE,Commercial - Office,MANHATTAN,11205,40,40.721481,-74.14194,2018,7,Sat,21
2020-02-05 12:30:00,741,300,332,3,0,UTILITY EMERGENCY,Residential - Single Family,BRONX,11205,27,40.699219,-74.160622,2020,2,Thu,12
2020-01-09 22:21:00,918,403,342,1,1,ELECTRICAL FIRE,Commercial - Office,MANHATTAN,11368,25,40.891536,-74.209409,2020,1,Sun,22
2021-09-12 20:55:00,895,198,672,2,0,CAR FIRE,Commercial - Office,BRONX,10002,42,40.645769,-73.961814,2021,9,Wed,20
2022-10-17 06:02:00,1174,329,753,1,2,UNUSUAL INCIDENT,Assembly,QUEENS,11201,12,40.79847,-74.167313,2022,10,Sun,6
2020-06-28 15:03:00,1075,155,796,3,1,CAR FIRE,Storage,BRONX,11368,23,40.691295,-74.201108,2020,6,Sat,15
2016-03-13 10:23:00,651,163,353,3,0,UNUSUAL INCIDENT,Residential - Multifamily,QUEENS,10002,36,40.800657,-73.900185,2016,3,Mon,10
2015-07-28 02:17:00,758,178,497,1,4,UNUSUAL INCIDENT,Educational,QUEENS,11201,50,40.584904,-74.157247,2015,7,Fri,2
2018-01-10 23:35:00,671,193,414,1,2,UTILITY EMERGENCY,Commercial - Mercantile,MANHATTAN,10001,18,40.750672,-73.983696,2018,1,Sat,23
2019-03-10 16:34:00,727,237,462,3,0,STRUCTURAL FIRE,Educational,BRONX,10452,18,40.796086,-74.012464,2019,3,Fri,16
2019-07-09 01:15:00,998,480,430,1,2,UTILITY EMERGENCY,Educational,BROOKLYN,10001,15,40.806674,-74.025232,2019,7,Thu,1
2023-02-26 08:19:00,523,193,311,2,0,ELECTRICAL FIRE,Residential - Single Family,STATEN ISLAND,10452,8,40.894428,-74.166889,2023,2,Sun,8
2019-10-06 03:09:00,617,167,435,2,1,ELECTRICAL FIRE,Storage,BROOKLYN,10001,25,40.586144,-73.998139,2019,10,Tue,3
2018-12-14 05:02:00,819,378,231,1,1,MAJOR FIRE,Storage,BROOKLYN,10451,41,40.682009,-73.717363,2018,12,Fri,5
2019-08-04 00:46:00,1005,223,682,1,0,APPLIANCE FIRE,Educational,BROOKLYN,10452,6,40.745184,-73.811341,2019,8,Mon,0
2022-07-27 08:10:00,783,385,289,3,3,MAJOR FIRE,Educational,BRONX,11205,18,40.618152,-74.237717,2022,7,Sat,8
2017-03-16 17:44:00,1538,289,1143,3,3,OUTSIDE FIRE,Industrial,BROOKLYN,10002,37,40.649204,-74.183256,2017,3,Wed,17
2024-08-14 14:27:00,1226,282,674,2,1,UNUSUAL INCIDENT,Industrial,BRONX,10302,5,40.816622,-74.163056,2024,8,Wed,14
2021-08-09 14:51:00,633,171,275,3,0,UTILITY EMERGENCY,Commercial - Mercantile,BRONX,11201,28,40.611364,-74.213515,2021,8,Wed,14
2018-04-24 13:46:00,868,259,586,2,1,NONSTRUCTURAL FIRE,Assembly,BRONX,10031,1,40.824891,-73.888906,2018,4,Wed,13
2016-08-06 07:58:00,776,207,401,1,3,NONSTRUCTURAL FIRE,Storage,STATEN ISLAND,10031,20,40.881941,-74.233129,2016,8,Fri,7
2022-04-12 12:28:00,693,160,528,1,0,GARBAGE FIRE,Commercial - Office,QUEENS,10451,22,40.773791,-73.701474,2022,4,Sat,12
2021-04-12 19:42:00,727,245,239,2,0,ELECTRICAL FIRE,Residential - Multifamily,BROOKLYN,11201,10,40.869151,-73.984534,2021,4,Tue,19
2024-02-12 08:10:00,860,190,659,3,0,MAJOR FIRE,Residential - Multifamily,BRONX,10031,24,40.601548,-73.988435,2024,2,Sat,8
2018-07-14 09:16:00,723,204,362,5,2,NONSTRUCTURAL FIRE,Educational,BROOKLYN,11205,4,40.610977,-74.167465,2018,7,Tue,9
2022-09-17 09:15:00,635,140,259,2,0,NONSTRUCTURAL FIRE,Educational,BROOKLYN,11205,24,40.779082,-74.145665,2022,9,Wed,9
2021-01-08 19:12:00,714,177,462,2,3,MAJOR FIRE,Commercial - Mercantile,BRONX,10002,48,40.688871,-74.101837,2021,1,Fri,19
2022-02-15 13:55:00,425,152,167,1,0,OUTSIDE FIRE,Residential - Multifamily,QUEENS,10301,28,40.650919,-73.742094,2022,2,Mon,13
2017-03-10 00:10:00,900,671,202,2,2,OUTSIDE FIRE,Residential - Single Family,QUEENS,10302,26,40.671773,-74.015588,2017,3,Tue,0
2018-02-13 14:36:00,637,260,314,1,2,UNUSUAL INCIDENT,Industrial,BRONX,11201,15,40.854579,-73.884786,2018,2,Tue,14
2019-10-28 01:27:00,750,197,293,2,0,ELECTRICAL FIRE,Storage,BRONX,10001,7,40.732573,-74.12066,2019,10,Thu,1
2018-12-26 19:12:00,638,499,129,1,2,ELECTRICAL FIRE,Commercial - Mercantile,BRONX,10452,33,40.660801,-74.044307,2018,12,Sun,19
2017-09-01 17:11:00,1133,178,698,1,1,ELECTRICAL FIRE,Residential - Single Family,MANHATTAN,11368,6,40.893498,-74.221086,2017,9,Sat,17
2017-07-04 15:20:00,562,124,364,1,1,MAJOR FIRE,Storage,BRONX,10031,29,40.763224,-73.744059,2017,7,Tue,15
2018-03-20 05:04:00,865,416,230,2,1,STRUCTURAL FIRE,Residential - Single Family,BRONX,10031,46,40.875765,-73.891472,2018,3,Mon,5
2020-10-22 21:30:00,689,202,371,3,0,NONSTRUCTURAL FIRE,Transportation,MANHATTAN,10301,47,40.872565,-74.259652,2020,10,Sun,21
2015-08-20 05:51:00,697,227,175,4,1,ELECTRICAL FIRE,Educational,BROOKLYN,11205,49,40.514211,-73.924547,2015,8,Sat,5
2024-04-16 19:13:00,946,235,641,2,1,MAJOR FIRE,Healthcare,STATEN ISLAND,10451,48,40.57763,-74.188294,2024,4,Wed,19
2020-11-23 19:06:00,844,336,427,1,0,UNUSUAL INCIDENT,Residential - Single Family,BROOKLYN,10031,43,40.775316,-73.796635,2020,11,Sun,19
2018-12-15 16:13:00,1050,245,640,2,1,MAJOR FIRE,Residential - Single Family,STATEN ISLAND,10001,26,40.766434,-73.987343,2018,12,Mon,16
2020-09-02 23:13:00,766,260,500,2,1,OUTSIDE FIRE,Industrial,BRONX,10302,33,40.701899,-74.158519,2020,9,Fri,23
2022-01-02 06:38:00,1858,740,907,5,3,OUTSIDE FIRE,Residential - Multifamily,QUEENS,10301,30,40.907772,-74.258282,2022,1,Wed,6
2015-04-02 15:28:00,653,266,296,1,0,GARBAGE FIRE,Assembly,BROOKLYN,10452,22,40.601198,-73.819263,2015,4,Thu,15
2023-06-07 16:59:00,1052,539,291,2,2,STRUCTURAL FIRE,Transportation,QUEENS,10031,35,40.551719,-73.822505,2023,6,Thu,16
2016-07-12 16:50:00,812,138,379,2,1,GARBAGE FIRE,Transportation,MANHATTAN,10302,31,40.542494,-74.223223,2016,7,Mon,16
2022-08-20 12:16:00,726,292,370,6,2,APPLIANCE FIRE,Healthcare,BROOKLYN,11368,28,40.871867,-73.97528,2022,8,Sat,12
2017-01-27 04:39:00,1105,419,481,3,2,CAR FIRE,Educational,MANHATTAN,10001,28,40.552658,-73.797715,2017,1,Mon,4
2023-04-10 23:57:00,665,244,281,4,0,OUTSIDE FIRE,Commercial - Mercantile,BRONX,10031,34,40.502264,-74.122916,2023,4,Thu,23
2016-08-14 06:01:00,968,457,216,1,0,CAR FIRE,Educational,QUEENS,10031,39,40.63412,-74.151218,2016,8,Fri,6
2017-08-14 18:13:00,695,244,383,2,0,CAR FIRE,Transportation,MANHATTAN,10452,17,40.747378,-74.046842,2017,8,Fri,18
2020-09-11 00:01:00,504,160,285,1,1,UNUSUAL INCIDENT,Storage,STATEN ISLAND,10001,19,40.733298,-74.136878,2020,9,Sat,0
2016-03-05 12:05:00,459,217,235,1,2,NONSTRUCTURAL FIRE,Educational,MANHATTAN,10002,12,40.717513,-73.918102,2016,3,Thu,12
2017-04-01 17:47:00,634,153,410,1,3,APPLIANCE FIRE,Educational,MANHATTAN,10001,43,40.613733,-73.778288,2017,4,Wed,17
2016-08-13 06:27:00,722,231,425,1,1,UNUSUAL INCIDENT,Assembly,BROOKLYN,11205,26,40.908224,-73.963964,2016,8,Mon,6
2019-10-18 18:10:00,885,479,306,1,0,APPLIANCE FIRE,Assembly,BROOKLYN,11368,38,40.655376,-74.091859,2019,10,Thu,18
2021-02-08 22:25:00,1543,367,992,1,1,GARBAGE FIRE,Commercial - Office,QUEENS,10001,28,40.605725,-74.251943,2021,2,Wed,22
2019-07-09 10:02:00,948,341,410,2,1,STRUCTURAL FIRE,Storage,BROOKLYN,10301,39,40.900645,-74.060112,2019,7,Fri,10
2020-10-13 03:06:00,1223,197,931,4,3,APPLIANCE FIRE,Assembly,MANHATTAN,10031,12,40.781187,-73.894183,2020,10,Tue,3
2019-11-21 13:33:00,1275,868,275,2,2,MAJOR FIRE,Assembly,BRONX,11201,16,40.64803,-73.741745,2019,11,Mon,13
2018-12-05 01:33:00,1143,168,800,2,0,OUTSIDE FIRE,Residential - Single Family,QUEENS,10302,47,40.580747,-73.796002,2018,12,Sat,1
2019-01-25 13:16:00,1843,449,1145,2,0,UTILITY EMERGENCY,Healthcare,QUEENS,10001,40,40.811639,-74.165893,2019,1,Mon,13
2022-02-13 19:03:00,628,115,361,2,0,CAR FIRE,Residential - Multifamily,MANHATTAN,11368,4,40.860468,-74.021881,2022,2,Wed,19
2022-08-28 04:43:00,1636,425,917,2,3,APPLIANCE FIRE,Residential - Single Family,QUEENS,10002,35,40.811193,-73.842747,2022,8,Tue,4
2020-07-03 04:45:00,659,222,227,2,1,UTILITY EMERGENCY,Educational,BRONX,10452,6,40.746991,-74.154269,2020,7,Fri,4
2023-08-24 21:05:00,1068,263,533,4,0,ELECTRICAL FIRE,Healthcare,BROOKLYN,10002,3,40.805856,-73.921123,2023,8,Fri,21
2016-02-25 14:36:00,602,126,332,3,1,UTILITY EMERGENCY,Residential - Multifamily,QUEENS,10301,34,40.709788,-74.029313,2016,2,Tue,14
2023-03-23 06:38:00,512,125,264,3,0,GARBAGE FIRE,Assembly,BRONX,10001,48,40.597858,-74.153224,2023,3,Mon,6
2017-12-24 12:32:00,1177,593,534,2,0,STRUCTURAL FIRE,Assembly,QUEENS,10451,2,40.857175,-74.118007,2017,12,Mon,12
2024-04-13 23:05:00,940,172,588,2,1,STRUCTURAL FIRE,Educational,BROOKLYN,10001,23,40.563665,-74.237944,2024,4,Fri,23
2022-01-27 06:12:00,915,486,355,4,1,UTILITY EMERGENCY,Transportation,STATEN ISLAND,10452,20,40.747837,-74.050654,2022,1,Thu,6
2015-07-14 02:04:00,862,342,364,2,0,APPLIANCE FIRE,Residential - Multifamily,BROOKLYN,10301,13,40.855215,-73.743159,2015,7,Sat,2
2016-12-10 03:16:00,854,228,395,4,1,UTILITY EMERGENCY,Industrial,MANHATTAN,11205,18,40.906665,-73.951763,2016,12,Sat,3
2016-07-27 02:13:00,1487,455,836,1,2,STRUCTURAL FIRE,Commercial - Mercantile,BROOKLYN,11368,6,40.503647,-73.802195,2016,7,Mon,2
2016-01-11 01:22:00,895,443,384,1,0,OUTSIDE FIRE,Industrial,BROOKLYN,11368,50,40.679205,-74.051718,2016,1,Sat,1
2024-11-15 23:36:00,660,197,262,4,3,UNUSUAL INCIDENT,Assembly,MANHATTAN,10001,29,40.763754,-74.171923,2024,11,Thu,23
2022-12-22 11:32:00,718,115,394,2,0,GARBAGE FIRE,Assembly,BROOKLYN,10452,37,40.699928,-73.868783,2022,12,Sat,11
2021-08-20 18:45:00,1279,207,843,1,0,MAJOR FIRE,Residential - Single Family,BROOKLYN,10452,20,40.776143,-73.770807,2021,8,Wed,18
2024-06-20 15:08:00,979,419,290,2,3,ELECTRICAL FIRE,Transportation,BROOKLYN,11201,38,40.724651,-73.83122,2024,6,Sun,15
2018-01-12 09:33:00,628,301,297,1,0,STRUCTURAL FIRE,Storage,BROOKLYN,10031,23,40.526633,-73.892332,2018,1,Thu,9
2021-04-02 10:32:00,898,358,317,2,1,GARBAGE FIRE,Residential - Single Family,BROOKLYN,10302,34,40.702784,-74.007647,2021,4,Mon,10
2018-05-01 18:06:00,670,152,376,4,1,ELECTRICAL FIRE,Residential - Multifamily,BROOKLYN,11201,22,40.647176,-73.835625,2018,5,Tue,18
2017-03-14 11:16:00,1199,398,552,2,0,OUTSIDE FIRE,Assembly,BROOKLYN,11368,8,40.907359,-74.100318,2017,3,Tue,11
2022-06-11 04:59:00,456,241,154,1,4,OUTSIDE FIRE,Residential - Single Family,MANHATTAN,10451,27,40.686285,-74.257107,2022,6,Sat,4
2018-04-28 16:47:00,697,437,209,2,1,UTILITY EMERGENCY,Commercial - Office,BROOKLYN,10031,5,40.500533,-74.058435,2018,4,Sat,16
2020-07-11 12:42:00,869,222,364,2,1,APPLIANCE FIRE,Transportation,BROOKLYN,10001,32,40.633503,-73.900345,2020,7,Tue,12
2021-04-13 06:36:00,730,167,321,2,0,STRUCTURAL FIRE,Storage,MANHATTAN,11368,20,40.793916,-73.701366,2021,4,Wed,6
2016-02-09 13:38:00,1039,237,583,1,1,UNUSUAL INCIDENT,Commercial - Mercantile,BROOKLYN,11368,34,40.909437,-74.213722,2016,2,Sat,13
2021-05-11 02:44:00,1045,536,253,1,2,MAJOR FIRE,Industrial,BRONX,10302,36,40.742663,-74.024034,2021,5,Sat,2
2017-11-28 11:02:00,1307,169,955,3,0,OUTSIDE FIRE,Healthcare,MANHATTAN,10031,47,40.63967,-73.800125,2017,11,Fri,11
2015-06-26 06:07:00,692,202,361,2,1,NONSTRUCTURAL FIRE,Storage,MANHATTAN,10451,18,40.890382,-73.779648,2015,6,Mon,6
2018-10-12 01:00:00,631,99,418,3,0,UTILITY EMERGENCY,Healthcare,BROOKLYN,11368,11,40.903398,-73.906657,2018,10,Sun,1
2016-04-14 15:02:00,670,294,306,4,0,ELECTRICAL FIRE,Assembly,BRONX,11205,15,40.769458,-73.822854,2016,4,Tue,15
2018-04-06 09:47:00,561,140,306,3,0,STRUCTURAL FIRE,Residential - Single Family,QUEENS,10031,26,40.708072,-74.094443,2018,4,Sat,9
2015-06-23 20:07:00,745,178,529,3,0,NONSTRUCTURAL FIRE,Industrial,MANHATTAN,10452,40,40.590812,-73.722629,2015,6,Sat,20
2018-10-14 07:03:00,1161,325,720,3,1,UTILITY EMERGENCY,Commercial - Office,BROOKLYN,11205,6,40.508779,-74.205607,2018,10,Thu,7
2024-04-03 15:51:00,746,328,344,3,3,NONSTRUCTURAL FIRE,Storage,STATEN ISLAND,10001,49,40.738288,-73.706347,2024,4,Thu,15
2019-05-28 05:46:00,1127,584,393,1,0,ELECTRICAL FIRE,Residential - Single Family,QUEENS,11201,22,40.79138,-73.966639,2019,5,Tue,5
2016-08-21 18:48:00,1144,357,601,1,2,MAJOR FIRE,Residential - Multifamily,BROOKLYN,10452,48,40.888118,-73.721197,2016,8,Sun,18
2019-06-11 05:46:00,641,266,283,5,0,UTILITY EMERGENCY,Commercial - Office,BROOKLYN,11205,21,40.526201,-74.218932,2019,6,Tue,5
2024-11-06 10:36:00,887,477,302,1,0,CAR FIRE,Industrial,QUEENS,10452,47,40.610195,-73.994703,2024,11,Sat,10
2015-07-10 13:08:00,926,235,466,1,0,UNUSUAL INCIDENT,Assembly,BROOKLYN,11205,23,40.800836,-74.155915,2015,7,Wed,13
2021-02-05 01:02:00,980,195,600,2,1,UTILITY EMERGENCY,Transportation,MANHATTAN,10001,45,40.523377,-73.951937,2021,2,Fri,1
2020-01-14 02:41:00,1312,869,386,4,2,NONSTRUCTURAL FIRE,Educational,QUEENS,10452,1,40.659409,-73.731537,2020,1,Sun,2
2018-05-12 10:50:00,982,326,476,2,1,UNUSUAL INCIDENT,Residential - Multifamily,BROOKLYN,10001,32,40.605337,-73.837127,2018,5,Fri,10
2015-01-19 20:21:00,516,121,236,6,0,OUTSIDE FIRE,Assembly,BRONX,10302,3,40.854092,-73.935267,2015,1,Fri,20
2021-10-15 00:07:00,1223,248,728,1,0,MAJOR FIRE,Healthcare,BROOKLYN,10452,17,40.803882,-74.23774,2021,10,Sun,0
2021-11-08 13:36:00,1015,406,375,4,1,ELECTRICAL FIRE,Residential - Multifamily,BRONX,10451,44,40.57055,-73.713441,2021,11,Thu,13
2024-12-20 17:53:00,1135,410,501,2,0,APPLIANCE FIRE,Educational,STATEN ISLAND,10301,41,40.788841,-73.939614,2024,12,Thu,17
2018-09-14 06:13:00,646,312,224,3,2,OUTSIDE FIRE,Industrial,BROOKLYN,10451,38,40.901398,-73.758461,2018,9,Wed,6
2021-08-24 08:55:00,567,127,242,1,1,GARBAGE FIRE,Transportation,MANHATTAN,11205,40,40.638406,-73.858271,2021,8,Wed,8
2018-11-11 11:05:00,502,140,278,2,2,GARBAGE FIRE,Residential - Single Family,MANHATTAN,10302,24,40.648004,-74.044112,2018,11,Sun,11
2020-06-23 06:19:00,1202,808,264,3,0,OUTSIDE FIRE,Transportation,MANHATTAN,10031,1,40.559395,-74.041178,2020,6,Wed,6
2016-06-16 12:20:00,800,211,351,3,1,UTILITY EMERGENCY,Industrial,STATEN ISLAND,10001,32,40.904037,-73.759774,2016,6,Sat,12
2019-06-04 20:17:00,1024,243,692,1,0,APPLIANCE FIRE,Storage,BROOKLYN,10451,19,40.723343,-73.877493,2019,6,Mon,20
2016-12-07 15:54:00,1009,237,529,1,0,STRUCTURAL FIRE,Commercial - Mercantile,QUEENS,11368,44,40.630526,-74.215585,2016,12,Tue,15
2018-10-03 18:55:00,635,126,383,3,0,ELECTRICAL FIRE,Commercial - Mercantile,BROOKLYN,11201,14,40.516313,-73.788572,2018,10,Sat,18
2021-06-02 03:29:00,1026,388,375,1,0,GARBAGE FIRE,Storage,BROOKLYN,10452,34,40.719309,-74.106879,2021,6,Tue,3
2016-02-08 20:03:00,905,293,556,3,3,CAR FIRE,Residential - Multifamily,QUEENS,11201,38,40.733234,-73.953874,2016,2,Sat,20
2017-02-21 12:58:00,791,292,310,2,2,APPLIANCE FIRE,Industrial,BROOKLYN,10452,36,40.719731,-74.190642,2017,2,Sun,12
2022-01-28 21:00:00,854,234,412,3,1,MAJOR FIRE,Residential - Single Family,MANHATTAN,11205,43,40.810836,-74.085353,2022,1,Sat,21
2016-10-07 12:30:00,683,242,398,4,0,UNUSUAL INCIDENT,Healthcare,BROOKLYN,11205,42,40.907436,-74.075337,2016,10,Sat,12
2016-11-12 04:28:00,628,265,232,1,1,NONSTRUCTURAL FIRE,Industrial,QUEENS,11201,12,40.888793,-73.753568,2016,11,Thu,4
2022-09-25 22:10:00,683,311,263,2,2,CAR FIRE,Residential - Single Family,BROOKLYN,11201,33,40.650732,-73.928498,2022,9,Fri,22
2015-07-17 00:46:00,892,150,481,4,2,MAJOR FIRE,Assembly,BROOKLYN,10002,24,40.825526,-74.101434,2015,7,Mon,0
2015-09-25 10:57:00,857,242,387,1,0,CAR FIRE,Educational,MANHATTAN,10031,42,40.696309,-73.876163,2015,9,Fri,10
2022-01-09 03:56:00,674,209,317,3,0,STRUCTURAL FIRE,Transportation,BROOKLYN,10001,36,40.556804,-73.952472,2022,1,Mon,3
2023-10-06 10:55:00,941,143,567,1,0,UNUSUAL INCIDENT,Storage,BRONX,11368,16,40.646799,-74.22744,2023,10,Thu,10
2017-02-06 17:54:00,1212,508,548,4,0,CAR FIRE,Assembly,QUEENS,10302,45,40.738811,-74.064139,2017,2,Wed,17
2024-09-11 07:30:00,751,424,207,1,1,NONSTRUCTURAL FIRE,Residential - Multifamily,MANHATTAN,10031,9,40.685488,-73.733256,2024,9,Thu,7
2017-09-09 14:10:00,973,342,390,3,1,UTILITY EMERGENCY,Commercial - Mercantile,BROOKLYN,11201,21,40.53854,-73.854218,2017,9,Sat,14
2016-04-08 07:21:00,402,257,144,4,1,GARBAGE FIRE,Residential - Multifamily,BROOKLYN,11201,35,40.597089,-73.828268,2016,4,Wed,7
2022-12-16 14:00:00,759,292,316,5,1,MAJOR FIRE,Commercial - Office,BRONX,11201,21,40.898918,-73.814425,2022,12,Fri,14
2015-02-01 20:05:00,905,402,295,3,0,ELECTRICAL FIRE,Assembly,MANHATTAN,10301,9,40.862551,-74.175452,2015,2,Thu,20
2021-02-02 13:31:00,769,213,304,1,3,MAJOR FIRE,Transportation,BROOKLYN,10451,5,40.593536,-74.00064,2021,2,Tue,13
2020-07-13 07:16:00,669,202,208,2,1,OUTSIDE FIRE,Residential - Multifamily,QUEENS,10001,27,40.70714,-73.737718,2020,7,Fri,7
2018-11-08 07:32:00,1069,456,320,1,0,GARBAGE FIRE,Transportation,BROOKLYN,11205,13,40.712277,-73.895921,2018,11,Sun,7
2024-08-06 16:59:00,845,453,238,2,0,APPLIANCE FIRE,Commercial - Office,QUEENS,10001,35,40.796729,-73.831415,2024,8,Mon,16
2015-09-20 00:15:00,1255,153,813,6,2,UTILITY EMERGENCY,Healthcare,BROOKLYN,10002,16,40.832519,-74.107636,2015,9,Tue,0
2017-04-03 09:55:00,438,139,287,2,1,STRUCTURAL FIRE,Residential - Multifamily,BRONX,11205,19,40.746131,-73.813459,2017,4,Tue,9
2015-04-09 18:06:00,994,236,574,3,3,MAJOR FIRE,Industrial,BRONX,10302,41,40.607967,-73.707523,2015,4,Fri,18
2022-11-11 21:28:00,808,236,523,1,1,UTILITY EMERGENCY,Commercial - Office,BRONX,10301,44,40.835115,-74.221675,2022,11,Wed,21
2015-05-18 08:19:00,1203,447,559,2,2,MAJOR FIRE,Assembly,BRONX,10301,44,40.790829,-73.725705,2015,5,Wed,8
2022-06-12 11:43:00,1072,460,325,3,1,OUTSIDE FIRE,Educational,BRONX,10031,24,40.835267,-73.989821,2022,6,Sat,11
2023-04-08 12:47:00,574,187,167,2,0,GARBAGE FIRE,Assembly,BROOKLYN,11368,28,40.506669,-74.209246,2023,4,Sun,12
2024-06-10 16:07:00,691,160,298,1,1,NONSTRUCTURAL FIRE,Storage,BROOKLYN,10031,39,40.581079,-74.066025,2024,6,Thu,16
2021-10-12 06:35:00,856,393,389,3,1,OUTSIDE FIRE,Industrial,STATEN ISLAND,10031,25,40.895591,-74.215571,2021,10,Tue,6
2017-03-14 03:52:00,1004,360,484,1,1,MAJOR FIRE,Healthcare,BROOKLYN,10001,42,40.822633,-73.905878,2017,3,Mon,3
2023-01-23 17:30:00,1414,621,767,5,1,GARBAGE FIRE,Storage,STATEN ISLAND,10451,25,40.734924,-73.76246,2023,1,Sun,17
2022-01-09 17:45:00,737,310,421,3,0,OUTSIDE FIRE,Educational,BROOKLYN,10452,12,40.737489,-73.734117,2022,1,Thu,17
2020-06-17 17:28:00,784,254,472,1,3,UTILITY EMERGENCY,Commercial - Office,BRONX,11205,44,40.734759,-73.785961,2020,6,Tue,17
2020-08-21 22:25:00,805,318,273,2,1,GARBAGE FIRE,Commercial - Office,BRONX,10451,21,40.601617,-73.707438,2020,8,Sat,22
2018-08-26 19:57:00,625,110,328,2,0,STRUCTURAL FIRE,Storage,BROOKLYN,10301,49,40.679316,-73.739207,2018,8,Tue,19
2019-09-03 09:53:00,1046,420,364,4,0,STRUCTURAL FIRE,Transportation,BROOKLYN,10451,28,40.908835,-73.828182,2019,9,Sun,9
2016-05-04 11:22:00,1025,306,500,4,1,STRUCTURAL FIRE,Commercial - Mercantile,BRONX,10451,24,40.523012,-73.951982,2016,5,Mon,11
2021-06-28 02:40:00,1301,600,577,6,1,NONSTRUCTURAL FIRE,Educational,QUEENS,11201,16,40.675848,-73.798759,2021,6,Wed,2
2019-06-14 22:18:00,500,93,322,3,0,MAJOR FIRE,Healthcare,BRONX,10002,9,40.759881,-74.132174,2019,6,Tue,22
2019-01-16 07:14:00,632,216,225,2,0,GARBAGE FIRE,Assembly,MANHATTAN,10301,4,40.826217,-73.898895,2019,1,Tue,7
2019-03-19 09:06:00,1024,146,699,2,0,STRUCTURAL FIRE,Commercial - Mercantile,STATEN ISLAND,10002,51,40.709867,-74.075667,2019,3,Fri,9
2018-03-10 21:44:00,685,173,247,1,0,CAR FIRE,Industrial,BROOKLYN,11201,13,40.526218,-73.974112,2018,3,Thu,21
2016-09-12 06:31:00,474,186,213,2,1,MAJOR FIRE,Healthcare,MANHATTAN,10302,48,40.807159,-73.710185,2016,9,Tue,6
2022-06-05 10:32:00,1175,405,625,2,1,UTILITY EMERGENCY,Healthcare,STATEN ISLAND,10001,20,40.840718,-74.225704,2022,6,Fri,10
2015-06-07 16:08:00,1036,203,702,4,2,UTILITY EMERGENCY,Transportation,MANHATTAN,10302,4,40.714391,-74.179974,2015,6,Wed,16
2023-05-21 23:39:00,716,273,402,1,3,GARBAGE FIRE,Transportation,QUEENS,10002,46,40.694822,-73.828599,2023,5,Mon,23
2022-09-03 05:04:00,1306,236,902,1,0,MAJOR FIRE,Industrial,BRONX,11368,47,40.610634,-74.000219,2022,9,Wed,5
2019-08-16 09:20:00,723,422,284,2,1,ELECTRICAL FIRE,Industrial,QUEENS,10001,10,40.55863,-74.085395,2019,8,Thu,9
2017-08-01 00:47:00,1247,235,723,2,0,APPLIANCE FIRE,Educational,BROOKLYN,10302,17,40.530187,-73.758207,2017,8,Sun,0
2017-08-28 16:40:00,946,288,453,2,0,MAJOR FIRE,Healthcare,MANHATTAN,10452,28,40.568865,-74.232218,2017,8,Sat,16
2022-03-23 22:58:00,973,245,548,2,0,ELECTRICAL FIRE,Industrial,BRONX,10001,16,40.551463,-73.748351,2022,3,Sat,22
2015-11-01 00:19:00,1190,205,967,2,4,UNUSUAL INCIDENT,Storage,BROOKLYN,11205,50,40.785875,-73.882702,2015,11,Sun,0
2017-04-20 11:32:00,726,230,301,1,0,UTILITY EMERGENCY,Commercial - Office,BRONX,10301,1,40.624399,-74.019003,2017,4,Mon,11
2018-01-12 08:20:00,1262,437,593,3,2,CAR FIRE,Educational,MANHATTAN,10452,51,40.693978,-74.172324,2018,1,Mon,8
2020-12-14 16:25:00,695,177,303,3,0,NONSTRUCTURAL FIRE,Healthcare,MANHATTAN,10002,46,40.768991,-74.075616,2020,12,Fri,16
